backbone_id,sample_id,matched_CA_atom_count,global_ca_rmsd_A,global_backbone_rmsd_after_CA_fit_A,pocket_ca_rmsd_after_CA_fit_A,pocket_backbone_rmsd_after_CA_fit_A,ref_ca_rg_A,pred_ca_rg_A,delta_ca_rg_A,projected_min_protein_ligand_distance_A,projected_delta_ligand_clash_pair_count,projected_ligand_clash_pair_count_backbone,projected_ligand_clash_pair_count_sidechain,reference_contact_position_count,projected_contact_position_count,projected_contact_recovery_percent,projected_new_contact_percent,reference_hydrophobic_C_contact_pair_count,projected_hydrophobic_C_contact_pair_count,pred_mean_CA_Bfactor,pred_pocket_mean_CA_Bfactor,d_index,candidate_id,half_life_E_coli_in_vivo,instability_index,ligand_interface_sequence_recovery,sequence_recovery,stability_prediction,Sequence ID,solubility,usability,ligand_clash_total,is_stable,is_clash_free,is_full_contact_recovery,strict_gate_pass,conditional_gate_pass,accepted_representative,decision_status,selection_pool_rank,decision_note
buried_5_model_5,3,113,8.2902,8.1926,9.8701,9.6824,13.6243,13.2416,-0.3827,0.3667,57,47,10,16,13,37.5,53.8462,14,104,0.8319,0.8009,2,buried_5_model_5_2,>10 h,27.59,0.3636,0.5398,Stable,buried_5_model_5_b0_d2,0.7639971993013791,0.4880643613109169,57,True,False,False,False,False,False,Rejected_repair_required,8.0,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.
buried_5_model_5,4,113,8.7289,8.6144,9.993,9.8145,13.6243,13.1759,-0.4484,0.5889,56,47,9,16,16,56.25,43.75,14,109,0.8392,0.8005,3,buried_5_model_5_3,>10 h,20.32,0.3182,0.5575,Stable,buried_5_model_5_b0_d3,0.7572162470718793,0.4789463034543375,56,True,False,False,False,False,False,Rejected_repair_required,7.0,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.
buried_5_model_5,5,113,8.5118,8.4161,9.9714,9.7931,13.6243,13.2211,-0.4032,0.3617,52,42,10,16,12,37.5,50.0,14,106,0.8378,0.8048,4,buried_5_model_5_4,>10 h,20.8,0.2727,0.5575,Stable,buried_5_model_5_b0_d4,0.7562753664837679,0.4790591661963829,52,True,False,False,False,False,False,Rejected_repair_required,6.0,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.
buried_5_model_5,6,113,10.8476,10.6982,10.0404,9.9418,13.6243,13.852,0.2276,0.465,68,56,12,16,14,43.75,50.0,14,94,0.8355,0.7956,5,buried_5_model_5_5,>10 h,19.99,0.3636,0.5929,Stable,buried_5_model_5_b0_d5,0.7610489099096626,0.4901063105884505,68,True,False,False,False,False,False,Rejected_repair_required,10.0,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.
buried_5_model_5,7,113,10.8926,10.7294,10.4687,10.2957,13.6243,13.8846,0.2602,0.2301,50,34,16,16,15,50.0,46.6667,14,122,0.8502,0.8266,6,buried_5_model_5_6,>10 h,17.36,0.3636,0.5575,Stable,buried_5_model_5_b0_d6,0.7723743116699039,0.4852359367184431,50,True,False,False,False,False,False,Rejected_repair_required,5.0,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.
buried_5_model_5,8,113,1.6825,1.6563,2.3093,2.2667,13.6243,13.2791,-0.3453,0.5279,31,18,13,16,19,68.75,42.1053,14,129,0.8296,0.7941,7,buried_5_model_5_7,>10 h,14.98,0.5,0.6106,Stable,buried_5_model_5_b0_d7,0.7860774588234726,0.5147857018508959,31,True,False,False,False,False,False,Rejected_repair_required,2.0,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.
buried_5_model_5,9,113,10.8365,10.6737,10.2143,10.0373,13.6243,13.8973,0.2729,0.2786,61,45,16,16,15,62.5,33.3333,14,122,0.8344,0.8128,8,buried_5_model_5_8,>10 h,13.37,0.3636,0.6018,Stable,buried_5_model_5_b0_d8,0.7840849573727671,0.4922610546282551,61,True,False,False,False,False,False,Rejected_repair_required,9.0,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.
buried_5_model_5,10,113,8.8285,8.7272,9.7921,9.5908,13.6243,13.1249,-0.4995,0.3654,45,38,7,16,18,68.75,38.8889,14,102,0.8486,0.8052,9,buried_5_model_5_9,>10 h,13.22,0.4091,0.5664,Stable,buried_5_model_5_b0_d9,0.7606095159694889,0.502035155869489,45,True,False,False,False,False,False,Rejected_repair_required,4.0,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.
buried_5_model_6,1,113,2.3513,2.4616,0.8543,0.8201,13.3369,13.375,0.0381,1.666,1,0,1,20,18,85.0,5.5556,20,28,0.8804,0.8757,0,buried_5_model_6_0,>10 h,8.87,0.5909,0.5841,Stable,buried_5_model_6_b0_d0,0.9188305189172123,0.6041290685642154,1,True,False,False,False,False,False,Strict_selected,,"Stable; clash-free; 100% contact recovery; ranked within strict pool by interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery."
buried_5_model_6,2,113,2.3827,2.4872,0.8883,0.8525,13.3369,13.2927,-0.0442,2.2778,0,0,0,20,17,85.0,0.0,20,39,0.8951,0.8927,1,buried_5_model_6_1,>10 h,22.09,0.5455,0.5398,Stable,buried_5_model_6_b0_d1,0.9376328136698676,0.6086423257751398,0,True,True,False,False,True,False,Strict_selected,,"Stable; clash-free; 100% contact recovery; ranked within strict pool by interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery."
buried_5_model_6,3,113,2.3628,2.4725,0.8817,0.8451,13.3369,13.3133,-0.0236,0.5023,7,0,7,20,18,85.0,5.5556,20,55,0.892,0.8926,2,buried_5_model_6_2,>10 h,5.77,0.5909,0.5487,Stable,buried_5_model_6_b0_d2,0.9349548297378404,0.7016606750482769,7,True,False,False,False,False,False,Strict_selected,,"Stable; clash-free; 100% contact recovery; ranked within strict pool by interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery."
buried_5_model_6,4,113,1.9712,1.9654,2.4624,2.4219,13.3369,12.9241,-0.4128,1.0217,27,9,18,20,20,80.0,20.0,20,145,0.8585,0.8481,3,buried_5_model_6_3,>10 h,8.32,0.6364,0.5487,Stable,buried_5_model_6_b0_d3,0.921523857521018,0.5944262724243481,27,True,False,False,False,False,False,Strict_selected,,"Stable; clash-free; 100% contact recovery; ranked within strict pool by interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery."
buried_5_model_6,5,113,2.4042,2.5088,0.8782,0.8538,13.3369,13.3536,0.0167,2.2198,0,0,0,20,19,90.0,5.2632,20,26,0.8967,0.895,4,buried_5_model_6_4,>10 h,8.37,0.6364,0.5664,Stable,buried_5_model_6_b0_d4,0.9205930376540528,0.637416078411852,0,True,True,False,False,True,False,Strict_selected,,"Stable; clash-free; 100% contact recovery; ranked within strict pool by interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery."
buried_5_model_6,6,113,1.5843,1.6087,0.6949,0.6591,13.3369,13.3954,0.0585,1.2924,1,0,1,20,21,95.0,9.5238,20,30,0.8801,0.8742,5,buried_5_model_6_5,>10 h,11.83,0.5909,0.531,Stable,buried_5_model_6_b0_d5,0.921251714584622,0.6622789594555932,1,True,False,False,False,False,False,Strict_selected,,"Stable; clash-free; 100% contact recovery; ranked within strict pool by interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery."
buried_5_model_6,7,113,0.4103,0.4013,0.3575,0.3625,13.3369,13.3427,0.0059,0.8955,7,0,7,20,19,85.0,10.5263,20,64,0.8692,0.8592,6,buried_5_model_6_6,>10 h,7.08,0.5909,0.531,Stable,buried_5_model_6_b0_d6,0.9208099279122928,0.6548697440625177,7,True,False,False,False,False,False,Strict_selected,,"Stable; clash-free; 100% contact recovery; ranked within strict pool by interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery."
buried_5_model_6,8,113,0.4637,0.4629,0.5161,0.4987,13.3369,13.2584,-0.0784,2.6258,0,0,0,20,21,100.0,4.7619,20,31,0.8874,0.8823,7,buried_5_model_6_7,>10 h,12.66,0.5,0.4956,Stable,buried_5_model_6_b0_d7,0.932158988515708,0.6499341836966592,0,True,True,True,True,True,True,Strict_selected,1.0,"Stable; clash-free; 100% contact recovery; ranked within strict pool by interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery."
buried_5_model_6,9,113,1.6915,1.7203,0.7651,0.7238,13.3369,13.3701,0.0333,2.2995,0,0,0,20,19,95.0,0.0,20,26,0.8891,0.8826,8,buried_5_model_6_8,>10 h,7.99,0.6364,0.5841,Stable,buried_5_model_6_b0_d8,0.90435324322921,0.438020460514586,0,True,True,False,False,True,False,Strict_selected,,"Stable; clash-free; 100% contact recovery; ranked within strict pool by interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery."
buried_5_model_6,10,113,0.4265,0.4302,0.3263,0.3274,13.3369,13.2562,-0.0806,1.758,1,0,1,20,19,95.0,0.0,20,24,0.887,0.8853,9,buried_5_model_6_9,>10 h,9.11,0.6364,0.5929,Stable,buried_5_model_6_b0_d9,0.9005515176258848,0.5816349355797037,1,True,False,False,False,False,False,Strict_selected,,"Stable; clash-free; 100% contact recovery; ranked within strict pool by interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery."
buried_5_model_7,1,113,1.0106,1.0035,0.9777,0.9589,13.329,13.1662,-0.1627,1.4764,6,0,6,14,17,100.0,17.6471,18,78,0.8883,0.8834,0,buried_5_model_7_0,>10 h,29.2,0.3684,0.5221,Stable,buried_5_model_7_b0_d0,0.8552464721798307,0.5671327278173597,6,True,False,True,False,False,False,Rejected_repair_required,5.0,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.
buried_5_model_7,2,113,0.8812,0.8654,1.1144,1.0682,13.329,13.1496,-0.1794,0.9795,10,0,10,14,17,100.0,17.6471,18,90,0.9073,0.9051,1,buried_5_model_7_1,>10 h,29.13,0.4211,0.5398,Stable,buried_5_model_7_b0_d1,0.8993963219355177,0.5784491510899603,10,True,False,True,False,False,False,Rejected_repair_required,7.0,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.
buried_5_model_7,3,113,0.9735,0.9774,0.6454,0.6336,13.329,13.3771,0.0481,1.1246,13,0,13,14,15,92.8571,13.3333,18,53,0.9149,0.9126,2,buried_5_model_7_2,>10 h,30.84,0.3158,0.5044,Stable,buried_5_model_7_b0_d2,0.8987174153196836,0.672807981565343,13,True,False,False,False,False,False,Rejected_repair_required,8.0,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.
buried_5_model_7,4,113,0.6308,0.6336,0.4875,0.4621,13.329,13.3262,-0.0028,0.7363,6,0,6,14,16,100.0,12.5,18,40,0.9063,0.9054,3,buried_5_model_7_3,>10 h,36.22,0.3158,0.4956,Stable,buried_5_model_7_b0_d3,0.9060224034434988,0.6356013728648334,6,True,False,True,False,False,False,Rejected_repair_required,6.0,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.
buried_5_model_7,5,113,0.6862,0.686,0.5074,0.4724,13.329,13.3131,-0.0159,1.2739,3,0,3,14,16,100.0,12.5,18,42,0.9007,0.8994,4,buried_5_model_7_4,>10 h,20.67,0.3684,0.5664,Stable,buried_5_model_7_b0_d4,0.9198121297285974,0.6747430839937516,3,True,False,True,False,False,False,Rejected_repair_required,3.0,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.
buried_5_model_7,6,113,0.8018,0.8028,0.6636,0.6468,13.329,13.3412,0.0122,1.9639,1,0,1,14,17,100.0,17.6471,18,13,0.9164,0.9164,5,buried_5_model_7_5,>10 h,17.92,0.3684,0.5221,Stable,buried_5_model_7_b0_d5,0.9076290429270965,0.6630524325045547,1,True,False,True,False,False,False,Rejected_repair_required,2.0,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.
buried_5_model_7,7,113,0.7989,0.8002,0.6595,0.625,13.329,13.3675,0.0385,0.7068,20,0,20,14,15,100.0,6.6667,18,56,0.9054,0.9055,6,buried_5_model_7_6,>10 h,20.03,0.4737,0.5221,Stable,buried_5_model_7_b0_d6,0.8628573060991096,0.5545330187332856,20,True,False,True,False,False,False,Rejected_repair_required,9.0,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.
buried_5_model_7,8,113,1.1193,1.1107,0.971,0.9631,13.329,13.2429,-0.0861,1.6384,4,0,4,14,16,100.0,12.5,18,73,0.8684,0.8586,7,buried_5_model_7_7,>10 h,23.95,0.4737,0.5221,Stable,buried_5_model_7_b0_d7,0.8635609212399974,0.4926760513917095,4,True,False,True,False,False,False,Rejected_repair_required,4.0,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.
buried_5_model_7,9,113,0.9313,0.9317,0.7712,0.7545,13.329,13.2096,-0.1193,1.6996,1,0,1,14,17,100.0,17.6471,18,61,0.8897,0.8835,8,buried_5_model_7_8,>10 h,22.79,0.4211,0.5221,Stable,buried_5_model_7_b0_d8,0.8865212612342864,0.5563004280622984,1,True,False,True,False,False,False,Rejected_repair_required,1.0,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.
buried_5_model_7,10,113,3.1584,3.077,3.0188,3.1059,13.329,13.0346,-0.2943,0.96,20,0,20,14,10,42.8571,40.0,18,83,0.833,0.8074,9,buried_5_model_7_9,>10 h,20.29,0.3684,0.5398,Stable,buried_5_model_7_b0_d9,0.9019236699172268,0.652521235080236,20,True,False,False,False,False,False,Rejected_repair_required,10.0,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.
buried_5_model_8,1,113,0.9118,0.8769,0.9318,0.8972,13.39,13.4971,0.1072,1.2967,4,0,4,19,18,89.4737,5.5556,18,54,0.8404,0.8385,0,buried_5_model_8_0,>10 h,32.22,0.5,0.4867,Stable,buried_5_model_8_b0_d0,0.9317033566469402,0.6671801692353463,4,True,False,False,False,False,False,Rejected_repair_required,2.0,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.
buried_5_model_8,2,113,0.5429,0.5374,0.5952,0.5777,13.39,13.371,-0.0189,0.9235,4,0,4,19,19,89.4737,10.5263,18,44,0.8937,0.8923,1,buried_5_model_8_1,>10 h,24.18,0.45,0.3894,Stable,buried_5_model_8_b0_d1,0.8830013968116571,0.5486386117547013,4,True,False,False,False,False,False,Rejected_repair_required,4.0,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.
buried_5_model_8,3,113,0.4026,0.3958,0.4425,0.4108,13.39,13.4129,0.023,1.6924,1,0,1,19,20,94.7368,10.0,18,38,0.8761,0.8743,2,buried_5_model_8_2,>10 h,34.58,0.45,0.4248,Stable,buried_5_model_8_b0_d2,0.9014932749999434,0.5973586371465028,1,True,False,False,False,False,False,Rejected_repair_required,1.0,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.
buried_5_model_8,4,113,0.4669,0.4649,0.4799,0.4618,13.39,13.3447,-0.0453,0.8614,4,0,4,19,18,89.4737,5.5556,18,37,0.8847,0.8814,3,buried_5_model_8_3,>10 h,25.49,0.45,0.4071,Stable,buried_5_model_8_b0_d3,0.8695192217163319,0.5033280425871733,4,True,False,False,False,False,False,Rejected_repair_required,3.0,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.
buried_5_model_8,5,113,0.4054,0.3981,0.4426,0.429,13.39,13.3406,-0.0493,1.7718,1,0,1,19,19,94.7368,5.2632,18,33,0.8725,0.8716,4,buried_5_model_8_4,>10 h,41.84,0.4,0.4248,Potentially unstable,buried_5_model_8_b0_d4,0.91820728855423,0.5748107352318911,1,False,False,False,False,False,False,Rejected_repair_required,,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.
buried_5_model_8,6,113,0.4131,0.3953,0.5095,0.4613,13.39,13.3767,-0.0133,1.8514,1,0,1,19,20,94.7368,10.0,18,39,0.8615,0.858,5,buried_5_model_8_5,>10 h,43.07,0.5,0.4513,Potentially unstable,buried_5_model_8_b0_d5,0.91596048798211,0.5652898040605395,1,False,False,False,False,False,False,Rejected_repair_required,,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.
buried_5_model_8,7,113,0.4421,0.4246,0.5322,0.4915,13.39,13.3726,-0.0173,1.2264,12,0,12,19,19,89.4737,10.5263,18,58,0.8718,0.873,6,buried_5_model_8_6,>10 h,32.51,0.4,0.4248,Stable,buried_5_model_8_b0_d6,0.9042451812397818,0.5424327828951012,12,True,False,False,False,False,False,Rejected_repair_required,6.0,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.
buried_5_model_8,8,113,0.7482,0.7453,0.7948,0.7859,13.39,13.2752,-0.1148,1.3433,5,0,5,19,19,89.4737,10.5263,18,45,0.8785,0.8791,7,buried_5_model_8_7,>10 h,34.44,0.45,0.4779,Stable,buried_5_model_8_b0_d7,0.8857645605335192,0.5176492880120896,5,True,False,False,False,False,False,Rejected_repair_required,5.0,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.
buried_5_model_8,9,113,0.3641,0.3591,0.4564,0.419,13.39,13.3557,-0.0342,1.6975,1,0,1,19,21,94.7368,14.2857,18,34,0.8761,0.8779,8,buried_5_model_8_8,>10 h,40.16,0.45,0.4513,Potentially unstable,buried_5_model_8_b0_d8,0.8975240086186489,0.5037393833950647,1,False,False,False,False,False,False,Rejected_repair_required,,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.
buried_5_model_8,10,113,0.3904,0.3748,0.4824,0.442,13.39,13.3942,0.0042,1.566,1,0,1,19,21,94.7368,14.2857,18,36,0.8584,0.8555,9,buried_5_model_8_9,>10 h,47.15,0.5,0.469,Potentially unstable,buried_5_model_8_b0_d9,0.9262914643969092,0.5976463233241717,1,False,False,False,False,False,False,Rejected_repair_required,,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.
buried_5_model_9,1,113,0.5108,0.5019,0.5397,0.4968,13.2397,13.2508,0.0111,2.3197,0,0,0,13,11,84.6154,0.0,19,33,0.9072,0.9057,0,buried_5_model_9_0,>10 h,29.54,0.5714,0.4779,Stable,buried_5_model_9_b0_d0,0.9415216668365216,0.7251646862472374,0,True,True,False,False,True,False,Strict_selected,,"Stable; clash-free; 100% contact recovery; ranked within strict pool by interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery."
buried_5_model_9,2,113,0.5218,0.5169,0.5134,0.4693,13.2397,13.2198,-0.0199,2.1502,0,0,0,13,14,100.0,7.1429,19,32,0.903,0.8971,1,buried_5_model_9_1,>10 h,19.04,0.5,0.5841,Stable,buried_5_model_9_b0_d1,0.919954557405694,0.6397248374047171,0,True,True,True,True,True,False,Strict_selected,4.0,"Stable; clash-free; 100% contact recovery; ranked within strict pool by interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery."
buried_5_model_9,3,113,0.538,0.5313,0.5238,0.4873,13.2397,13.1751,-0.0645,2.147,0,0,0,13,14,100.0,7.1429,19,37,0.9037,0.8975,2,buried_5_model_9_2,>10 h,32.39,0.5,0.5133,Stable,buried_5_model_9_b0_d2,0.9358497361937084,0.6718870210626411,0,True,True,True,True,True,False,Strict_selected,5.0,"Stable; clash-free; 100% contact recovery; ranked within strict pool by interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery."
buried_5_model_9,4,113,0.5205,0.5168,0.4645,0.4286,13.2397,13.2056,-0.0341,2.2458,0,0,0,13,13,100.0,0.0,19,31,0.9033,0.8944,3,buried_5_model_9_3,>10 h,33.25,0.5,0.5221,Stable,buried_5_model_9_b0_d3,0.9438190939333636,0.6671962285447475,0,True,True,True,True,True,False,Strict_selected,3.0,"Stable; clash-free; 100% contact recovery; ranked within strict pool by interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery."
buried_5_model_9,5,113,0.5239,0.5198,0.5923,0.5514,13.2397,13.1988,-0.0409,2.1446,0,0,0,13,14,100.0,7.1429,19,35,0.9108,0.9082,4,buried_5_model_9_4,>10 h,17.66,0.5,0.5221,Stable,buried_5_model_9_b0_d4,0.9295563964639536,0.6572113103898813,0,True,True,True,True,True,False,Strict_selected,7.0,"Stable; clash-free; 100% contact recovery; ranked within strict pool by interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery."
buried_5_model_9,6,113,0.5881,0.5796,0.5745,0.5304,13.2397,13.2103,-0.0294,2.1767,0,0,0,13,13,92.3077,7.6923,19,32,0.9126,0.9084,5,buried_5_model_9_5,>10 h,23.79,0.4286,0.5841,Stable,buried_5_model_9_b0_d5,0.9333740760930544,0.6121907772261069,0,True,True,False,False,True,False,Strict_selected,,"Stable; clash-free; 100% contact recovery; ranked within strict pool by interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery."
buried_5_model_9,7,113,0.4993,0.5003,0.5306,0.4942,13.2397,13.1956,-0.0441,2.2297,0,0,0,13,14,100.0,7.1429,19,34,0.8971,0.896,6,buried_5_model_9_6,>10 h,28.13,0.5714,0.5664,Stable,buried_5_model_9_b0_d6,0.9168022499013108,0.6453372387764814,0,True,True,True,True,True,True,Strict_selected,1.0,"Stable; clash-free; 100% contact recovery; ranked within strict pool by interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery."
buried_5_model_9,8,113,0.4691,0.458,0.5663,0.5304,13.2397,13.2324,-0.0073,2.1689,0,0,0,13,14,100.0,7.1429,19,34,0.8994,0.8975,7,buried_5_model_9_7,>10 h,30.09,0.5,0.4513,Stable,buried_5_model_9_b0_d7,0.929065841049578,0.6938779961224184,0,True,True,True,True,True,False,Strict_selected,6.0,"Stable; clash-free; 100% contact recovery; ranked within strict pool by interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery."
buried_5_model_9,9,113,0.5965,0.5917,0.5464,0.5138,13.2397,13.1972,-0.0424,2.0013,0,0,0,13,14,100.0,7.1429,19,40,0.8966,0.8855,8,buried_5_model_9_8,>10 h,21.32,0.5714,0.5398,Stable,buried_5_model_9_b0_d8,0.9369696094808352,0.6836445316456402,0,True,True,True,True,True,False,Strict_selected,2.0,"Stable; clash-free; 100% contact recovery; ranked within strict pool by interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery."
buried_5_model_9,10,113,1.5245,1.492,2.4153,2.3328,13.2397,13.2229,-0.0168,0.6275,26,16,10,13,15,76.9231,33.3333,19,133,0.8774,0.8688,9,buried_5_model_9_9,>10 h,30.92,0.4286,0.5398,Stable,buried_5_model_9_b0_d9,0.9373462281995708,0.7466706922205928,26,True,False,False,False,False,False,Strict_selected,,"Stable; clash-free; 100% contact recovery; ranked within strict pool by interface recovery, pocket RMSD, instability, usability, solubility and sequence recovery."
buried_6_model_0,1,133,0.9304,1.0271,0.6447,0.6342,13.5518,13.7275,0.1757,2.1766,0,0,0,16,23,93.75,34.7826,13,20,0.852,0.8693,0,buried_6_model_0_0,2 min,40.07,0.3182,0.4737,Potentially unstable,buried_6_model_0_b0_d0,0.897228846669179,0.5908749108987734,0,False,True,False,False,False,False,Rejected_repair_required,2.0,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.
buried_6_model_0,2,133,7.439,7.4065,6.5957,6.5286,13.5518,14.8543,1.3024,0.5931,32,9,23,16,16,50.0,50.0,13,145,0.7796,0.7946,1,buried_6_model_0_1,2 min,40.62,0.3636,0.4662,Potentially unstable,buried_6_model_0_b0_d1,0.9110962887505172,0.637086785838014,32,False,False,False,False,False,False,Rejected_repair_required,,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.
buried_6_model_0,3,133,13.6745,13.6428,9.7142,9.9692,13.5518,13.8335,0.2816,0.342,32,0,32,16,14,50.0,42.8571,13,116,0.741,0.7371,2,buried_6_model_0_2,2 min,30.3,0.5,0.4887,Stable,buried_6_model_0_b0_d2,0.9249864558045356,0.6850979557991514,32,True,False,False,False,False,False,Rejected_repair_required,,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.
buried_6_model_0,4,133,3.9974,3.9891,4.1301,4.0961,13.5518,14.7701,1.2183,0.7745,14,1,13,16,16,62.5,37.5,13,82,0.7965,0.8137,3,buried_6_model_0_3,2 min,48.11,0.3636,0.4662,Potentially unstable,buried_6_model_0_b0_d3,0.8884992089429291,0.5493836590077157,14,False,False,False,False,False,False,Rejected_repair_required,,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.
buried_6_model_0,5,133,12.6916,12.5867,9.3354,9.5834,13.5518,14.2002,0.6483,0.5156,23,6,17,16,19,50.0,57.8947,13,107,0.7476,0.743,4,buried_6_model_0_4,2 min,47.09,0.4545,0.4962,Potentially unstable,buried_6_model_0_b0_d4,0.8884334447352374,0.542668224845527,23,False,False,False,False,False,False,Rejected_repair_required,,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.
buried_6_model_0,6,133,5.8497,5.7229,4.7974,4.7541,13.5518,14.5992,1.0474,0.5809,28,13,15,16,20,68.75,45.0,13,117,0.7982,0.8168,5,buried_6_model_0_5,2 min,48.35,0.4091,0.4737,Potentially unstable,buried_6_model_0_b0_d5,0.8594232790089545,0.3985364878901648,28,False,False,False,False,False,False,Rejected_repair_required,,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.
buried_6_model_0,7,133,6.9881,7.0356,5.2081,5.2483,13.5518,14.4887,0.9368,0.7692,28,15,13,16,16,43.75,56.25,13,155,0.8103,0.8297,6,buried_6_model_0_6,2 min,53.29,0.4091,0.5113,Potentially unstable,buried_6_model_0_b0_d6,0.8732433821987919,0.5849420216785978,28,False,False,False,False,False,False,Rejected_repair_required,,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.
buried_6_model_0,8,133,1.2471,1.3146,0.9806,0.9576,13.5518,13.8293,0.2774,1.3828,2,0,2,16,21,93.75,28.5714,13,19,0.8583,0.8702,7,buried_6_model_0_7,>10 h,52.03,0.3636,0.4887,Potentially unstable,buried_6_model_0_b0_d7,0.8542904452827849,0.4939410026657655,2,False,False,False,False,False,False,Rejected_repair_required,,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.
buried_6_model_0,9,133,7.6627,7.6487,5.3003,5.2842,13.5518,14.6035,1.0517,0.7064,50,26,24,16,22,62.5,54.5455,13,163,0.7653,0.782,8,buried_6_model_0_8,2 min,42.4,0.3636,0.4962,Potentially unstable,buried_6_model_0_b0_d8,0.907776982476989,0.6413695942209182,50,False,False,False,False,False,False,Rejected_repair_required,,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.
buried_6_model_0,10,133,0.8271,0.8707,0.6321,0.6143,13.5518,13.6081,0.0563,2.041,0,0,0,16,24,93.75,37.5,13,16,0.8525,0.8731,9,buried_6_model_0_9,2 min,52.96,0.3182,0.4812,Potentially unstable,buried_6_model_0_b0_d9,0.8910534238829533,0.6248355498284571,0,False,True,False,False,False,False,Rejected_repair_required,1.0,No Stable and clash-free candidate exists; backbone excluded from accepted docking set. Repair candidates are recorded for redesign only.
